week,market,brand_awareness,brand_awareness_sd,purchase_intent,purchase_intent_sd,competitor_sov,sentiment,sentiment_sd,n_observations,is_indicative,intent_to_awareness
1,SEEG,53.630434782608695,10.082677980423504,41.13913043478261,8.809227555159252,13.143478260869566,0.8408695652173913,0.0612678948611054,23,True,0.7670855289825699
1,SEIL,51.87826086956522,9.250452397867761,42.30869565217392,12.371444872016522,12.034782608695652,0.8352173913043479,0.05953376163744029,23,True,0.8155380489440162
1,SELV,51.72608695652174,10.063806319105037,43.56086956521739,10.592953881555367,11.92608695652174,0.8182608695652174,0.049327493155720645,23,True,0.8421450785912414
1,SEMAG,54.660869565217396,10.992341926435332,45.904347826086955,9.600069993157225,11.743478260869566,0.8578260869565217,0.07122030620413168,23,True,0.8398027362392617
1,SEPAK,54.46521739130435,11.806339156096383,42.18695652173913,9.45988200713586,12.108695652173912,0.8443478260869566,0.058217935923915304,23,True,0.7745669354194938
1,SESAR,56.039130434782614,9.429968626691993,42.7695652173913,12.28914653381773,12.556521739130435,0.8247826086956521,0.05806497655193092,23,True,0.7632089378539839
1,SETK,56.356521739130436,10.016206235485502,42.12608695652174,11.67636374714882,12.004347826086958,0.8434782608695651,0.0701043829295206,23,True,0.7474926708841229
1,SGE,54.16956521739131,10.377485892003667,46.01304347826087,9.821465561246496,11.834782608695651,0.8295652173913043,0.06731731243417018,23,True,0.8494261176659442
2,SEEG,58.49032258064516,10.979355015625451,45.83548387096774,11.089771515142434,11.503225806451612,0.8325806451612903,0.0673779262536074,31,True,0.7836421795720273
2,SEIL,55.62903225806452,9.315656840265822,48.15806451612904,9.507743307204867,11.303225806451612,0.86,0.06638272867747053,31,True,0.865700202957379
2,SELV,57.04838709677419,11.020219930283968,46.380645161290325,9.503347457776432,11.390322580645162,0.8609677419354839,0.062201545463633885,31,True,0.8130053717839978
2,SEMAG,57.596774193548384,11.65047878475295,43.3,11.144894197194814,10.748387096774193,0.8648387096774193,0.07438059638292482,31,True,0.7517782133856062
2,SEPAK,56.251612903225805,9.704393196476937,45.12903225806452,8.383563027272954,11.574193548387097,0.8516129032258064,0.054899713065039386,31,True,0.8022709026264481
2,SESAR,57.277419354838706,9.424249207140035,47.406451612903226,9.803908590756745,12.425806451612903,0.8587096774193549,0.05829476451528449,31,True,0.8276638882631224
2,SETK,54.75806451612903,9.538510512427974,46.49032258064516,10.747010587095362,10.996774193548386,0.854516129032258,0.05755222032655322,31,True,0.8490132547864507
2,SGE,56.835483870967735,9.07423269068692,46.78709677419355,10.278707504204466,11.425806451612903,0.8506451612903226,0.06355761081470195,31,True,0.8232022248708781
3,SEEG,58.05263157894737,10.838887367904096,47.23157894736842,10.056895046687389,11.352631578947367,0.8586842105263158,0.0629101054328802,38,True,0.813599274705349
3,SEIL,56.665789473684214,8.152773572683948,48.392105263157895,10.561925028750418,10.786842105263156,0.8421052631578947,0.0647722786356834,38,True,0.8539915478567779
3,SELV,55.35,9.98219360607623,48.29736842105263,10.845262680883032,12.115789473684211,0.8586842105263158,0.05960097281228468,38,True,0.8725811819521704
3,SEMAG,58.926315789473676,7.948063990361369,45.32105263157895,10.389057598306925,10.876315789473685,0.8381578947368421,0.06604074349107135,38,True,0.7691139692747412
3,SEPAK,56.021052631578954,9.019143541011601,46.46842105263158,10.467378031052009,11.871052631578948,0.8402631578947368,0.059297091770683694,38,True,0.8294813979706875
3,SESAR,57.41052631578947,10.618514923235002,46.17368421052631,9.020627538862199,11.921052631578947,0.8523684210526316,0.055964960588351736,38,True,0.8042720938760543
3,SETK,55.97631578947368,9.352711247620425,49.647368421052626,9.013855306261526,11.510526315789473,0.835,0.06832948791641072,38,True,0.8869352639744252
3,SGE,57.99473684210527,10.489117845277525,47.26578947368421,10.628754378108306,11.726315789473684,0.8544736842105263,0.05524869417173011,38,True,0.815001361285053
4,SEEG,59.12682926829268,10.347415725441886,48.99024390243902,9.973860959479252,10.170731707317072,0.8526829268292683,0.05856724298803483,41,True,0.828561999834997
4,SEIL,60.607317073170734,10.946720747417979,49.50487804878049,10.595375199102488,11.475609756097562,0.843170731707317,0.06397026748381798,41,True,0.8168135538653467
4,SELV,60.30487804878049,10.444207754049902,48.829268292682926,9.928072418713489,10.573170731707316,0.8629268292682928,0.05814825459285189,41,True,0.8097067745197168
4,SEMAG,58.426829268292686,8.725394672742429,46.21219512195122,12.062798081746026,10.56829268292683,0.8736585365853659,0.05743501099333818,41,True,0.7909413483615111
4,SEPAK,59.39512195121951,9.733857180468393,49.79024390243902,11.40486310479106,10.56829268292683,0.8636585365853657,0.0642944825611411,41,True,0.8382884362680684
4,SESAR,58.4780487804878,9.980844458138847,50.74146341463415,9.912289735720908,11.351219512195122,0.8639024390243902,0.06685349836696984,41,True,0.8677010343677011
4,SETK,59.046341463414635,9.581155920894295,47.40487804878049,11.83553867002918,10.526829268292683,0.8517073170731708,0.05809055168546731,41,True,0.8028419182948491
4,SGE,59.48780487804878,9.760998799353251,47.70487804878049,10.929408749321992,10.702439024390245,0.8351219512195123,0.05805695269386398,41,True,0.8019270192701928
5,SEEG,61.00277777777777,10.036774840871402,49.172222222222224,8.625298706582733,10.216666666666667,0.8319444444444444,0.05912792158626168,36,True,0.8060652975729704
5,SEIL,59.64444444444444,8.726198466831915,49.37777777777777,10.86330944341972,10.466666666666667,0.8397222222222223,0.06639647628821926,36,True,0.8278688524590164
5,SELV,60.352777777777774,12.245896948100292,47.40277777777778,10.712408989074603,10.202777777777778,0.8541666666666666,0.05847465873594914,36,True,0.7854282689740876
5,SEMAG,60.449999999999996,10.435831132620509,48.78333333333333,10.056568571265819,10.202777777777778,0.8302777777777778,0.0662672559138313,36,True,0.8070030328094845
5,SEPAK,58.78888888888889,8.593744494947734,48.40833333333333,9.120381414330062,10.405555555555557,0.8461111111111111,0.052659432896831254,36,True,0.8234265734265733
5,SESAR,59.525000000000006,10.398719014516027,50.77777777777778,9.401705350204477,9.547222222222222,0.8283333333333334,0.05906412979610748,36,True,0.8530496056745531
5,SETK,60.9361111111111,11.412628413366805,48.66111111111111,11.544281893840104,9.994444444444445,0.8511111111111112,0.0490933674762562,36,True,0.7985595113278936
5,SGE,57.15555555555555,10.878535732466005,50.24444444444444,9.344622424366232,10.352777777777778,0.8444444444444446,0.06784202003581323,36,True,0.8790824261275272
6,SEEG,62.525,11.326442419062587,50.40625,9.662549028253581,9.120833333333334,0.8537499999999999,0.05884075154646814,48,True,0.8061775289884047
6,SEIL,62.16458333333333,9.227444946908486,51.72708333333333,9.09055482667244,9.725,0.8558333333333333,0.05098324018873107,48,True,0.8320989309293206
6,SELV,62.01666666666667,10.497726873163835,51.14791666666667,10.783339978841939,9.741666666666667,0.86375,0.052252455912963264,48,True,0.8247446922870195
6,SEMAG,62.35208333333333,9.664609480907115,51.19166666666666,10.269409921794143,9.714583333333334,0.8377083333333334,0.05320532621447451,48,True,0.8210097230111263
6,SEPAK,62.37708333333333,9.383603617159649,50.760416666666664,11.158275997077252,9.877083333333333,0.8535416666666666,0.059626125336927925,48,True,0.8137670752479877
6,SESAR,62.02916666666667,9.040263560772274,52.112500000000004,9.832828752530766,9.620833333333334,0.8520833333333333,0.04877034036472148,48,True,0.8401289715859475
6,SETK,61.63125,10.578302889465615,50.81041666666667,10.40209143421042,10.135416666666666,0.84375,0.061700201730764404,48,True,0.8244261907176419
6,SGE,61.77291666666667,9.165238202690466,49.1,9.078452394122051,9.895833333333334,0.856875,0.05732164753909072,48,True,0.794846716805504
7,SEEG,63.11388888888889,10.102620672105056,49.93611111111111,9.102406362457216,9.322222222222223,0.8419444444444444,0.06488757065414628,36,True,0.7912063729589367
7,SEIL,61.92777777777778,9.780318753529196,50.56944444444444,9.833784896814931,9.027777777777779,0.8516666666666667,0.06258708219067939,36,True,0.8165874226249215
7,SELV,62.625,12.362971787906474,51.958333333333336,10.781475515239752,9.580555555555556,0.8586111111111111,0.06560282127111726,36,True,0.8296739853626082
7,SEMAG,63.33888888888888,11.667299302575254,52.66111111111111,10.175889649496508,9.261111111111111,0.8525,0.05949189620684244,36,True,0.8314182966406457
7,SEPAK,63.03611111111112,12.030607460681933,51.25555555555556,10.29977654249823,8.858333333333333,0.8408333333333333,0.061568776873625546,36,True,0.8131141761776759
7,SESAR,65.96388888888889,12.345876183169777,50.62222222222223,10.132947987660598,9.533333333333333,0.8380555555555556,0.06251031660885811,36,True,0.7674232534635955
7,SETK,63.77777777777778,10.970612982251684,49.486111111111114,10.526487754443288,9.43611111111111,0.8533333333333333,0.0582114372659826,36,True,0.7759146341463415
7,SGE,62.050000000000004,10.99346559162695,49.90833333333333,11.437941248319122,9.866666666666667,0.86,0.07143428548573258,36,True,0.8043244695138329
8,SEEG,64.07142857142857,10.987871045135615,53.49047619047619,10.952955042268544,8.59047619047619,0.8466666666666667,0.06010830333723704,42,True,0.8348569305091044
8,SEIL,64.47619047619048,10.208958512701157,51.311904761904756,10.616443811852474,9.007142857142858,0.8547619047619047,0.06169310730516267,42,True,0.7958271787296897
8,SELV,64.88095238095238,10.489838011612584,52.688095238095244,10.691738373815694,9.052380952380952,0.8590476190476191,0.061199773784434634,42,True,0.8120733944954129
8,SEMAG,62.55,9.768721862621964,52.590476190476195,11.126233766036576,9.116666666666665,0.8576190476190477,0.062383922405381056,42,True,0.8407749990483805
8,SEPAK,65.55952380952381,9.757650145044034,50.688095238095244,9.3131745754944,8.992857142857142,0.8571428571428571,0.0603358775395444,42,True,0.7731614309061196
8,SESAR,63.828571428571436,10.820042056504661,52.469047619047615,9.838587249745151,9.323809523809524,0.853095238095238,0.07096849507946724,42,True,0.8220307370934048
8,SETK,63.38095238095238,10.885596616860015,52.78333333333334,12.43880467684166,8.485714285714286,0.8614285714285714,0.062413703489500316,42,True,0.832794891059354
8,SGE,65.7642857142857,9.911629568182223,52.457142857142856,9.323590401722619,8.369047619047619,0.8476190476190476,0.06331529787825618,42,True,0.7976539589442816
